,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000367,0.001211,0.0,2e-06,1.9e-05,0.000259,0.016744
dr-ibt,500.0,0.001157,0.002082,0.0,0.000113,0.000486,0.001444,0.020843
dr-ibt (tau=0),500.0,0.002106,0.0016,0.0,0.001333,0.00206,0.002701,0.020302
dm,500.0,0.629822,0.023114,0.559822,0.613119,0.630017,0.646709,0.686172
dr,500.0,0.013753,0.017837,0.0,0.001388,0.006585,0.019832,0.112394
mrdr,500.0,0.003383,0.004389,0.0,0.000356,0.001817,0.004685,0.031475
dr-os (oracle),500.0,0.013636,0.017442,0.0,0.00131,0.006506,0.0206,0.09982
dr-os,500.0,0.013645,0.017484,0.0,0.00131,0.006506,0.0206,0.103936
switch-dr (oracle),500.0,0.01024,0.01474,0.0,0.000653,0.003703,0.014339,0.095049
switch-dr,500.0,0.013753,0.017837,0.0,0.001388,0.006585,0.019832,0.112394
