,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000398,0.001129,0.0,2e-06,3.5e-05,0.00034,0.017869
dr-ibt,500.0,0.001211,0.002113,0.0,0.000116,0.000592,0.001288,0.023278
dr-ibt (tau=0),500.0,0.003599,0.002007,0.0,0.002217,0.004014,0.005125,0.017869
dm,500.0,0.630005,0.023013,0.559223,0.613548,0.630104,0.645622,0.697483
dr,500.0,0.012696,0.017476,0.0,0.001347,0.006411,0.015965,0.154557
mrdr,500.0,0.00316,0.004782,0.0,0.000372,0.001291,0.004087,0.042394
dr-os (oracle),500.0,0.012502,0.017127,0.0,0.00144,0.006382,0.016101,0.144575
dr-os,500.0,0.012502,0.017127,0.0,0.00144,0.006382,0.016101,0.144575
switch-dr (oracle),500.0,0.008738,0.013503,0.0,0.000863,0.003505,0.010434,0.092636
switch-dr,500.0,0.012696,0.017476,0.0,0.001347,0.006411,0.015965,0.154557
