,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.067721,0.057937,1e-06,0.02213,0.053651,0.096285,0.286758
dr-ibt,500.0,0.084241,0.061132,7.9e-05,0.037497,0.070871,0.117601,0.38753
dr-ibt (tau=0),500.0,0.274546,0.039481,0.152316,0.24641,0.271348,0.301074,0.383781
dm,500.0,0.314548,0.04248,0.197046,0.283273,0.31238,0.341743,0.436403
dr,500.0,0.077782,0.070266,1e-05,0.021978,0.057008,0.118002,0.354212
mrdr,500.0,0.082754,0.081281,2e-06,0.017793,0.060462,0.116962,0.427708
dr-os (oracle),500.0,0.073458,0.059657,5e-06,0.029268,0.060737,0.103861,0.3941
dr-os,500.0,0.073522,0.06002,5e-06,0.029268,0.060737,0.103861,0.426253
switch-dr (oracle),500.0,0.074551,0.062896,1.1e-05,0.023126,0.060103,0.115542,0.350815
switch-dr,500.0,0.07637,0.065934,1.7e-05,0.02388,0.060147,0.116751,0.412259
