,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.067079,0.062295,0.0,0.016991,0.051948,0.094945,0.356568
dr-ibt,500.0,0.081771,0.063211,1.6e-05,0.035274,0.067217,0.110335,0.379513
dr-ibt (tau=0),500.0,0.244627,0.072699,0.05448,0.190817,0.244382,0.29155,0.452367
dm,500.0,0.307184,0.038905,0.198927,0.281533,0.305506,0.334259,0.438905
dr,500.0,0.068579,0.057787,3e-06,0.023937,0.054805,0.099268,0.305349
mrdr,500.0,0.075203,0.070237,0.0,0.023436,0.054868,0.109553,0.461311
dr-os (oracle),500.0,0.073446,0.06165,1e-06,0.025637,0.056466,0.109026,0.356004
dr-os,500.0,0.073474,0.061746,1e-06,0.025637,0.056466,0.109026,0.356004
switch-dr (oracle),500.0,0.069275,0.064773,1.1e-05,0.018451,0.051575,0.101085,0.419914
switch-dr,500.0,0.072043,0.068387,1.4e-05,0.019501,0.051868,0.104408,0.419914
