,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000573,0.001085,0.0,4e-06,0.0001,0.000662,0.012691
dr-ibt,500.0,0.001364,0.002189,0.0,0.000159,0.000682,0.001785,0.023059
dr-ibt (tau=0),500.0,0.004196,0.002399,0.0,0.002214,0.004702,0.006166,0.013012
dm,500.0,0.615359,0.021494,0.54818,0.600251,0.615843,0.630287,0.675069
dr,500.0,0.012415,0.017025,0.0,0.001373,0.006638,0.015658,0.127142
mrdr,500.0,0.003561,0.004946,0.0,0.000382,0.001916,0.004479,0.038755
dr-os (oracle),500.0,0.012076,0.016471,0.0,0.001281,0.005877,0.015788,0.118397
dr-os,500.0,0.012076,0.016471,0.0,0.001281,0.005877,0.015788,0.118397
switch-dr (oracle),500.0,0.008081,0.012439,0.0,0.000444,0.00276,0.009747,0.078508
switch-dr,500.0,0.012415,0.017025,0.0,0.001373,0.006638,0.015658,0.127142
