,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.042961,0.020211,0.0,0.028305,0.042368,0.055298,0.103973
dr-ibt,500.0,0.057452,0.015401,0.017467,0.047378,0.056129,0.065475,0.11407
dr-ibt (tau=0),500.0,0.050144,0.029361,0.0,0.028477,0.044979,0.066758,0.157334
dm,500.0,0.315426,0.012352,0.283684,0.306367,0.315155,0.323665,0.359964
dr,500.0,0.058513,0.018574,0.013744,0.046135,0.05698,0.071078,0.131683
mrdr,500.0,0.057457,0.016643,0.016953,0.046611,0.056163,0.066799,0.126232
dr-os (oracle),500.0,0.062235,0.019262,0.019173,0.049041,0.061392,0.074909,0.14875
dr-os,500.0,0.062235,0.019262,0.019173,0.049041,0.061392,0.074909,0.14875
switch-dr (oracle),500.0,0.059042,0.017529,0.018512,0.045951,0.058852,0.07033,0.118424
switch-dr,500.0,0.059087,0.017587,0.018512,0.045951,0.058852,0.07033,0.12251
