,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.049612,0.034319,0.000592,0.025147,0.041996,0.066069,0.198336
dr-ibt,500.0,0.063733,0.037073,0.001863,0.037249,0.058262,0.082256,0.233724
dr-ibt (tau=0),500.0,0.055432,0.038031,0.000592,0.02809,0.048399,0.07347,0.222097
dm,500.0,0.316154,0.024714,0.251123,0.300086,0.315629,0.332184,0.391888
dr,500.0,0.06448,0.036758,4.6e-05,0.038,0.059858,0.086768,0.219561
mrdr,500.0,0.065649,0.040365,0.000378,0.03515,0.06069,0.088223,0.202283
dr-os (oracle),500.0,0.067945,0.038078,0.0,0.040539,0.061233,0.088108,0.196424
dr-os,500.0,0.067945,0.038078,0.0,0.040539,0.061233,0.088108,0.196424
switch-dr (oracle),500.0,0.063217,0.036917,0.005216,0.035661,0.055471,0.083532,0.220383
switch-dr,500.0,0.063741,0.037492,0.005216,0.035723,0.055692,0.083952,0.220383
