,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000402,0.000969,0.0,3e-06,3.8e-05,0.000432,0.012818
dr-ibt,500.0,0.001193,0.002041,0.0,0.000125,0.000491,0.001489,0.020545
dr-ibt (tau=0),500.0,0.003463,0.00199,0.0,0.001865,0.003749,0.005013,0.012818
dm,500.0,0.621543,0.022655,0.562261,0.605256,0.621923,0.637169,0.684786
dr,500.0,0.012447,0.015666,0.0,0.001471,0.006335,0.01724,0.092269
mrdr,500.0,0.00314,0.004263,0.0,0.000397,0.001494,0.004231,0.025872
dr-os (oracle),500.0,0.012224,0.015368,0.0,0.001665,0.005952,0.017226,0.095571
dr-os,500.0,0.012224,0.015368,0.0,0.001665,0.005952,0.017226,0.095571
switch-dr (oracle),500.0,0.008664,0.012735,0.0,0.000732,0.003477,0.011044,0.092269
switch-dr,500.0,0.012447,0.015666,0.0,0.001471,0.006335,0.01724,0.092269
