,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.048249,0.031249,0.000332,0.025394,0.043315,0.063662,0.22892
dr-ibt,500.0,0.062058,0.032969,0.002683,0.03828,0.057116,0.080754,0.226625
dr-ibt (tau=0),500.0,0.054919,0.03581,0.000699,0.029257,0.049068,0.072504,0.237383
dm,500.0,0.315551,0.024775,0.253585,0.297574,0.315276,0.33167,0.405234
dr,500.0,0.067272,0.041407,0.000262,0.035388,0.058336,0.09108,0.238296
mrdr,500.0,0.068423,0.046294,0.000284,0.034888,0.06159,0.091015,0.259921
dr-os (oracle),500.0,0.066799,0.041068,0.001112,0.034823,0.060939,0.0918,0.19931
dr-os,500.0,0.066799,0.041068,0.001112,0.034823,0.060939,0.0918,0.19931
switch-dr (oracle),500.0,0.064253,0.038762,0.000182,0.034143,0.059193,0.090773,0.216703
switch-dr,500.0,0.064512,0.039057,0.000182,0.034143,0.059255,0.090873,0.232379
