,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,6.4e-05,0.000146,0.0,1e-06,5e-06,4.4e-05,0.001056
dr-ibt,500.0,0.000189,0.000245,0.0,2.1e-05,8.7e-05,0.000265,0.001449
dr-ibt (tau=0),500.0,0.003643,0.001097,0.000305,0.002865,0.003735,0.004481,0.006263
dm,500.0,0.643075,0.011028,0.609896,0.636179,0.642921,0.650427,0.678672
dr,500.0,0.00336,0.004865,0.0,0.00031,0.001464,0.004357,0.031771
mrdr,500.0,0.000256,0.000334,0.0,2.8e-05,0.000138,0.000337,0.00241
dr-os (oracle),500.0,0.003329,0.004783,0.0,0.000295,0.001266,0.004316,0.034448
dr-os,500.0,0.003329,0.004783,0.0,0.000295,0.001266,0.004316,0.034448
switch-dr (oracle),500.0,0.002156,0.003709,0.0,0.000126,0.000627,0.002246,0.031771
switch-dr,500.0,0.00336,0.004865,0.0,0.00031,0.001464,0.004357,0.031771
