,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.018232,0.026736,0.0,0.000522,0.006278,0.024998,0.178864
dr-ibt,500.0,0.019163,0.027114,0.0,0.002087,0.006805,0.027295,0.188435
dr-ibt (tau=0),500.0,0.028179,0.034188,0.0,0.004534,0.015056,0.040535,0.264066
dm,500.0,0.609758,0.037628,0.488756,0.584005,0.612611,0.636991,0.716783
dr,500.0,0.031386,0.044184,0.0,0.003369,0.015055,0.038016,0.316993
mrdr,500.0,0.018166,0.024367,0.0,0.001706,0.007727,0.026526,0.147818
dr-os (oracle),500.0,0.029559,0.038384,0.0,0.003304,0.013843,0.037985,0.231864
dr-os,500.0,0.030914,0.043227,0.0,0.003304,0.013843,0.037985,0.300022
switch-dr (oracle),500.0,0.023127,0.033713,0.0,0.002201,0.010246,0.028088,0.228009
switch-dr,500.0,0.031386,0.044184,0.0,0.003369,0.015055,0.038016,0.316993
