,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),5.0,2.7e-05,3.6e-05,0.0,1e-06,2e-06,5.9e-05,7.4e-05
dr-ibt,5.0,0.000196,7.9e-05,8.4e-05,0.000176,0.000178,0.000251,0.00029
dr-ibt (tau=0),5.0,0.000437,0.000197,0.000243,0.000261,0.000395,0.000627,0.000659
dm,5.0,0.640454,0.009405,0.630426,0.634408,0.636798,0.648235,0.652404
dr,5.0,0.001663,0.001545,1.9e-05,0.000958,0.001303,0.001888,0.004147
mrdr,5.0,0.000321,0.000302,3e-06,0.000171,0.000196,0.000459,0.000774
dr-os (oracle),5.0,0.001632,0.00133,1.6e-05,0.000477,0.001971,0.002681,0.003014
dr-os,5.0,0.001632,0.00133,1.6e-05,0.000477,0.001971,0.002681,0.003014
switch-dr (oracle),5.0,0.001101,0.00069,1.9e-05,0.000958,0.001303,0.001335,0.001888
switch-dr,5.0,0.001663,0.001545,1.9e-05,0.000958,0.001303,0.001888,0.004147
