,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,7.5e-05,0.000173,0.0,1e-06,6e-06,6.9e-05,0.002027
dr-ibt,500.0,0.000215,0.000286,0.0,2.2e-05,0.00011,0.000302,0.002342
dr-ibt (tau=0),500.0,0.000703,0.000945,0.0,0.000369,0.00057,0.0008,0.017576
dm,500.0,0.632604,0.010901,0.599806,0.625358,0.632056,0.640288,0.665488
dr,500.0,0.00313,0.004442,0.0,0.000399,0.001506,0.003923,0.033619
mrdr,500.0,0.000275,0.000375,0.0,3e-05,0.000124,0.000379,0.002509
dr-os (oracle),500.0,0.003063,0.004316,0.0,0.000367,0.001496,0.004003,0.029899
dr-os,500.0,0.003063,0.004316,0.0,0.000367,0.001496,0.004003,0.029899
switch-dr (oracle),500.0,0.002427,0.003536,0.0,0.000259,0.001078,0.002783,0.023604
switch-dr,500.0,0.00313,0.004442,0.0,0.000399,0.001506,0.003923,0.033619
