,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000396,0.000939,0.0,2e-06,3.1e-05,0.000386,0.009286
dr-ibt,500.0,0.001277,0.002243,0.0,0.000103,0.000536,0.001399,0.016761
dr-ibt (tau=0),500.0,0.003247,0.001876,0.0,0.001756,0.003456,0.004717,0.009286
dm,500.0,0.634687,0.021952,0.570164,0.619697,0.634456,0.650256,0.704624
dr,500.0,0.013098,0.019062,1e-06,0.001555,0.00578,0.016936,0.176554
mrdr,500.0,0.003932,0.005519,0.0,0.000443,0.001991,0.004968,0.036234
dr-os (oracle),500.0,0.0128,0.017617,1e-06,0.00169,0.005912,0.017438,0.135609
dr-os,500.0,0.012913,0.018393,1e-06,0.00169,0.005912,0.017438,0.164183
switch-dr (oracle),500.0,0.009982,0.013477,1e-06,0.001198,0.004705,0.013142,0.09556
switch-dr,500.0,0.013098,0.019062,1e-06,0.001555,0.00578,0.016936,0.176554
