,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.05805,0.032335,0.001715,0.033765,0.05281,0.07791,0.186277
dr-ibt,500.0,0.065948,0.035419,0.00308,0.039641,0.060509,0.08724,0.184832
dr-ibt (tau=0),500.0,0.062898,0.034369,0.001905,0.036588,0.05702,0.08306,0.186608
dm,500.0,0.318887,0.023072,0.258233,0.302912,0.317656,0.333643,0.401109
dr,500.0,0.066343,0.03852,8.3e-05,0.036406,0.05926,0.090963,0.239429
mrdr,500.0,0.066805,0.04105,0.000119,0.034369,0.060928,0.092731,0.222021
dr-os (oracle),500.0,0.067913,0.040791,0.000259,0.03703,0.06298,0.092188,0.233934
dr-os,500.0,0.067913,0.040791,0.000259,0.03703,0.06298,0.092188,0.233934
switch-dr (oracle),500.0,0.06591,0.035747,0.000428,0.042562,0.062766,0.086124,0.18026
switch-dr,500.0,0.066256,0.035951,0.000428,0.0432,0.062837,0.086505,0.187187
