,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,4.7e-05,0.000122,0.0,0.0,3e-06,3.5e-05,0.001736
dr-ibt,500.0,0.000171,0.000226,0.0,1.9e-05,8.3e-05,0.000233,0.001583
dr-ibt (tau=0),500.0,0.0006,0.000605,0.0,0.000291,0.000472,0.000683,0.005162
dm,500.0,0.640719,0.010402,0.611163,0.633509,0.640826,0.648011,0.670247
dr,500.0,0.003209,0.004665,1e-06,0.000331,0.001442,0.004318,0.034574
mrdr,500.0,0.000265,0.000364,0.0,2.2e-05,0.000123,0.000365,0.002433
dr-os (oracle),500.0,0.003177,0.004558,0.0,0.000386,0.001471,0.00416,0.030153
dr-os,500.0,0.003177,0.004558,0.0,0.000386,0.001471,0.00416,0.030153
switch-dr (oracle),500.0,0.002363,0.003706,1e-06,0.00022,0.000982,0.002709,0.023836
switch-dr,500.0,0.003209,0.004665,1e-06,0.000331,0.001442,0.004318,0.034574
