,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.067119,0.056169,3.4e-05,0.020297,0.055365,0.102189,0.308766
dr-ibt,500.0,0.083619,0.060999,4.7e-05,0.037562,0.070024,0.118358,0.338424
dr-ibt (tau=0),500.0,0.276524,0.04053,0.15726,0.249465,0.2773,0.303864,0.389069
dm,500.0,0.313828,0.043206,0.186557,0.283225,0.313285,0.342912,0.438883
dr,500.0,0.077352,0.068576,3e-06,0.025333,0.061188,0.112596,0.430341
mrdr,500.0,0.079851,0.073599,2e-06,0.02508,0.059666,0.112168,0.442744
dr-os (oracle),500.0,0.073427,0.061978,4e-06,0.027675,0.060188,0.104333,0.346831
dr-os,500.0,0.073439,0.062025,4e-06,0.027675,0.060188,0.104333,0.346831
switch-dr (oracle),500.0,0.071219,0.061761,8e-06,0.021897,0.055288,0.101785,0.30712
switch-dr,500.0,0.072765,0.063597,8e-06,0.022065,0.057314,0.103848,0.388976
