,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.048258,0.031885,0.0,0.026106,0.041616,0.065259,0.188091
dr-ibt,500.0,0.062477,0.034986,0.002981,0.038414,0.055547,0.083675,0.218908
dr-ibt (tau=0),500.0,0.054376,0.036792,1e-06,0.027738,0.046432,0.072887,0.200014
dm,500.0,0.318964,0.025832,0.256028,0.301966,0.317805,0.337589,0.405244
dr,500.0,0.066251,0.037565,5e-05,0.039714,0.062255,0.089084,0.227736
mrdr,500.0,0.064976,0.039578,0.0,0.036321,0.057453,0.086599,0.216897
dr-os (oracle),500.0,0.067103,0.039147,2e-06,0.036448,0.062554,0.092217,0.257616
dr-os,500.0,0.067103,0.039147,2e-06,0.036448,0.062554,0.092217,0.257616
switch-dr (oracle),500.0,0.065262,0.03763,1.5e-05,0.036601,0.059158,0.086148,0.203242
switch-dr,500.0,0.065633,0.03814,1.5e-05,0.036711,0.059158,0.086413,0.203242
