,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,4.2e-05,0.000159,0.0,0.0,2e-06,1.6e-05,0.002135
dr-ibt,500.0,0.00016,0.000215,0.0,1.9e-05,8.5e-05,0.000226,0.001607
dr-ibt (tau=0),500.0,0.000388,0.00077,0.0,0.0001,0.000204,0.000327,0.005483
dm,500.0,0.64389,0.010784,0.61487,0.637002,0.644319,0.65121,0.671115
dr,500.0,0.003188,0.004668,0.0,0.000283,0.001512,0.003686,0.03248
mrdr,500.0,0.000252,0.00036,0.0,2.5e-05,0.000123,0.00031,0.002583
dr-os (oracle),500.0,0.003266,0.004692,0.0,0.000372,0.001432,0.004101,0.032289
dr-os,500.0,0.003266,0.004692,0.0,0.000372,0.001432,0.004101,0.032289
switch-dr (oracle),500.0,0.002644,0.004149,0.0,0.000191,0.000944,0.003152,0.029815
switch-dr,500.0,0.003188,0.004668,0.0,0.000283,0.001512,0.003686,0.03248
