,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000474,0.000785,0.0,4e-06,6.4e-05,0.000675,0.0061
dr-ibt,500.0,0.001249,0.001643,0.0,0.000132,0.000667,0.00171,0.014952
dr-ibt (tau=0),500.0,0.003845,0.002182,1e-06,0.001836,0.004274,0.005741,0.007771
dm,500.0,0.622266,0.022154,0.558098,0.605464,0.622592,0.63791,0.684125
dr,500.0,0.012757,0.017655,1e-06,0.001098,0.005318,0.016698,0.117359
mrdr,500.0,0.003528,0.004944,0.0,0.000351,0.00166,0.004805,0.044706
dr-os (oracle),500.0,0.012423,0.017183,0.0,0.001079,0.005081,0.01643,0.113962
dr-os,500.0,0.012423,0.017183,0.0,0.001079,0.005081,0.01643,0.113962
switch-dr (oracle),500.0,0.009904,0.015015,1e-06,0.000653,0.00355,0.012296,0.110127
switch-dr,500.0,0.012757,0.017655,1e-06,0.001098,0.005318,0.016698,0.117359
