,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.016914,0.026508,0.0,0.00035,0.005057,0.022175,0.210621
dr-ibt,500.0,0.018129,0.026871,0.0,0.001602,0.007096,0.024748,0.20661
dr-ibt (tau=0),500.0,0.027343,0.033215,0.0,0.003833,0.01576,0.03912,0.232082
dm,500.0,0.606273,0.039214,0.495346,0.576812,0.607322,0.632218,0.71414
dr,500.0,0.032624,0.046887,1e-06,0.002827,0.014609,0.043619,0.301534
mrdr,500.0,0.017565,0.024043,0.0,0.00235,0.008501,0.023378,0.153375
dr-os (oracle),500.0,0.030102,0.039888,0.0,0.002678,0.014269,0.04477,0.299895
dr-os,500.0,0.031864,0.045412,0.0,0.002678,0.014269,0.04477,0.299895
switch-dr (oracle),500.0,0.022592,0.035271,1e-06,0.001648,0.00765,0.030595,0.296394
switch-dr,500.0,0.032624,0.046887,1e-06,0.002827,0.014609,0.043619,0.301534
