,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.01501,0.024803,0.0,0.000301,0.003971,0.017487,0.201819
dr-ibt,500.0,0.016277,0.025017,1e-06,0.001345,0.005837,0.018709,0.212644
dr-ibt (tau=0),500.0,0.024092,0.030899,0.0,0.002543,0.012526,0.031782,0.25647
dm,500.0,0.591207,0.036722,0.491799,0.566601,0.592624,0.615699,0.701501
dr,500.0,0.029699,0.0444,0.0,0.00317,0.012355,0.037151,0.319172
mrdr,500.0,0.018033,0.026385,0.0,0.001888,0.008448,0.021589,0.173704
dr-os (oracle),500.0,0.026739,0.036571,0.0,0.002861,0.012968,0.036545,0.290938
dr-os,500.0,0.028964,0.043222,0.0,0.002861,0.012968,0.036545,0.302665
switch-dr (oracle),500.0,0.019183,0.032863,0.0,0.001551,0.007303,0.021893,0.287978
switch-dr,500.0,0.029699,0.0444,0.0,0.00317,0.012355,0.037151,0.319172
