,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.016928,0.028292,0.0,0.000619,0.00453,0.020097,0.19133
dr-ibt,500.0,0.018748,0.02681,0.0,0.001573,0.007557,0.025192,0.188123
dr-ibt (tau=0),500.0,0.095326,0.058077,0.006057,0.049688,0.083384,0.131482,0.341166
dm,500.0,0.606801,0.035746,0.501763,0.582943,0.60652,0.628655,0.707751
dr,500.0,0.030958,0.042824,0.0,0.003057,0.01348,0.040245,0.266881
mrdr,500.0,0.017334,0.023267,0.0,0.001525,0.008669,0.022074,0.137818
dr-os (oracle),500.0,0.029569,0.040124,1e-06,0.002904,0.013545,0.039184,0.271027
dr-os,500.0,0.030414,0.042159,1e-06,0.002904,0.013545,0.039184,0.271027
switch-dr (oracle),500.0,0.025228,0.037683,0.0,0.002075,0.009794,0.030879,0.266881
switch-dr,500.0,0.030958,0.042824,0.0,0.003057,0.01348,0.040245,0.266881
