,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.045337,0.034743,0.0,0.019731,0.037693,0.061165,0.217694
dr-ibt,500.0,0.063049,0.036254,0.00014,0.03643,0.056446,0.081937,0.241985
dr-ibt (tau=0),500.0,0.060025,0.048872,3e-06,0.024393,0.048966,0.084928,0.380459
dm,500.0,0.318036,0.023695,0.23814,0.300937,0.319137,0.333812,0.396929
dr,500.0,0.064773,0.037385,1.8e-05,0.03698,0.060543,0.087964,0.221302
mrdr,500.0,0.066899,0.04396,0.000207,0.032523,0.059726,0.092397,0.262203
dr-os (oracle),500.0,0.067531,0.039194,1.7e-05,0.037177,0.061466,0.091638,0.240007
dr-os,500.0,0.067531,0.039194,1.7e-05,0.037177,0.061466,0.091638,0.240007
switch-dr (oracle),500.0,0.065515,0.036814,9.3e-05,0.03888,0.060125,0.088499,0.19174
switch-dr,500.0,0.065856,0.036958,9.3e-05,0.03911,0.060191,0.088713,0.19174
