,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.017162,0.027786,0.0,0.000894,0.004999,0.022027,0.18716
dr-ibt,500.0,0.02038,0.028518,1e-06,0.001645,0.008556,0.028934,0.209544
dr-ibt (tau=0),500.0,0.097179,0.061456,0.000109,0.052786,0.083943,0.130894,0.347432
dm,500.0,0.610843,0.037247,0.514965,0.58805,0.611953,0.63433,0.739748
dr,500.0,0.030745,0.041883,0.0,0.002996,0.013942,0.041511,0.277833
mrdr,500.0,0.01618,0.02241,0.0,0.001427,0.00762,0.022085,0.163083
dr-os (oracle),500.0,0.029393,0.0383,0.0,0.003203,0.013468,0.040156,0.282366
dr-os,500.0,0.030296,0.041062,0.0,0.003203,0.013468,0.040156,0.282366
switch-dr (oracle),500.0,0.023773,0.035685,0.0,0.001923,0.009099,0.028865,0.277833
switch-dr,500.0,0.030745,0.041883,0.0,0.002996,0.013942,0.041511,0.277833
