,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000431,0.00115,0.0,2e-06,3.3e-05,0.000424,0.013517
dr-ibt,500.0,0.001252,0.002358,0.0,0.000137,0.000577,0.00137,0.02842
dr-ibt (tau=0),500.0,0.00344,0.002032,0.0,0.001862,0.003716,0.005022,0.013517
dm,500.0,0.630473,0.022836,0.551224,0.615453,0.630738,0.645951,0.685297
dr,500.0,0.013648,0.018229,0.0,0.001403,0.006152,0.018701,0.118874
mrdr,500.0,0.003832,0.006172,0.0,0.000391,0.001497,0.004331,0.057041
dr-os (oracle),500.0,0.013319,0.017601,0.0,0.001526,0.006516,0.017491,0.110417
dr-os,500.0,0.013319,0.017601,0.0,0.001526,0.006516,0.017491,0.110417
switch-dr (oracle),500.0,0.008838,0.013172,0.0,0.000656,0.003748,0.011212,0.083981
switch-dr,500.0,0.013648,0.018229,0.0,0.001403,0.006152,0.018701,0.118874
