,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.073856,0.059639,1.2e-05,0.027015,0.062691,0.106998,0.273439
dr-ibt,500.0,0.091571,0.063622,0.000255,0.042244,0.07953,0.128629,0.349712
dr-ibt (tau=0),500.0,0.284235,0.041057,0.188965,0.254725,0.281667,0.312227,0.425745
dm,500.0,0.317963,0.039466,0.203712,0.292967,0.319032,0.344003,0.4433
dr,500.0,0.079296,0.067023,1e-06,0.026865,0.062372,0.117615,0.368224
mrdr,500.0,0.083186,0.079214,3e-06,0.020493,0.061161,0.12334,0.44813
dr-os (oracle),500.0,0.076037,0.062626,2e-06,0.028142,0.06617,0.106586,0.355611
dr-os,500.0,0.076059,0.062698,2e-06,0.028142,0.06617,0.106586,0.355611
switch-dr (oracle),500.0,0.073138,0.060403,0.000103,0.023974,0.06136,0.106551,0.281787
switch-dr,500.0,0.07465,0.063143,0.000103,0.024321,0.062042,0.106982,0.353779
