,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.071157,0.063741,1e-06,0.020482,0.056187,0.10335,0.361278
dr-ibt,500.0,0.086432,0.071314,0.000228,0.037381,0.06974,0.113401,0.593679
dr-ibt (tau=0),500.0,0.27558,0.040411,0.162614,0.247366,0.272983,0.301575,0.415701
dm,500.0,0.311109,0.041343,0.204097,0.2808,0.308179,0.336046,0.441616
dr,500.0,0.073287,0.063625,0.0,0.023306,0.060567,0.107083,0.366038
mrdr,500.0,0.080984,0.076432,2e-06,0.022456,0.064153,0.114901,0.43743
dr-os (oracle),500.0,0.074519,0.06233,0.0,0.027898,0.056869,0.111317,0.361408
dr-os,500.0,0.074571,0.062569,0.0,0.027898,0.056869,0.111317,0.381153
switch-dr (oracle),500.0,0.072246,0.059638,1.8e-05,0.02225,0.05975,0.107794,0.326041
switch-dr,500.0,0.073998,0.061776,1.8e-05,0.02243,0.060853,0.109588,0.340037
