,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000403,0.000896,0.0,2e-06,4.4e-05,0.000391,0.01047
dr-ibt,500.0,0.001367,0.002571,0.0,0.000135,0.000533,0.00139,0.023371
dr-ibt (tau=0),500.0,0.003479,0.001957,0.0,0.001967,0.003726,0.005119,0.01047
dm,500.0,0.628428,0.021791,0.554367,0.614022,0.629747,0.644529,0.682783
dr,500.0,0.012237,0.017306,0.0,0.001094,0.005781,0.016338,0.137586
mrdr,500.0,0.003624,0.005667,0.0,0.000249,0.001197,0.004523,0.032173
dr-os (oracle),500.0,0.012007,0.016791,0.0,0.001209,0.005616,0.016176,0.128116
dr-os,500.0,0.012007,0.016791,0.0,0.001209,0.005616,0.016176,0.128116
switch-dr (oracle),500.0,0.008911,0.012877,0.0,0.000701,0.003636,0.012285,0.082645
switch-dr,500.0,0.012237,0.017306,0.0,0.001094,0.005781,0.016338,0.137586
