,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.039675,0.018679,0.002165,0.026038,0.039691,0.052076,0.100026
dr-ibt,500.0,0.05663,0.015554,0.020467,0.045477,0.054795,0.06535,0.125011
dr-ibt (tau=0),500.0,0.046073,0.0266,0.002165,0.026445,0.041926,0.062042,0.144094
dm,500.0,0.314504,0.011958,0.273415,0.306794,0.314242,0.322626,0.352666
dr,500.0,0.058757,0.018235,0.020438,0.046376,0.056805,0.070369,0.120393
mrdr,500.0,0.059114,0.017331,0.024449,0.04643,0.056998,0.069149,0.130161
dr-os (oracle),500.0,0.059512,0.018624,0.012462,0.046254,0.058419,0.071125,0.118653
dr-os,500.0,0.059512,0.018624,0.012462,0.046254,0.058419,0.071125,0.118653
switch-dr (oracle),500.0,0.059187,0.018828,0.009427,0.046106,0.058314,0.06985,0.129679
switch-dr,500.0,0.059266,0.01884,0.009427,0.046106,0.058426,0.069983,0.129679
