,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.072284,0.062775,2e-06,0.020074,0.060463,0.105573,0.352833
dr-ibt,500.0,0.088367,0.066343,0.000308,0.039356,0.0737,0.123529,0.439835
dr-ibt (tau=0),500.0,0.256401,0.076729,0.039395,0.201578,0.252594,0.304968,0.503623
dm,500.0,0.319417,0.040843,0.213865,0.290931,0.318073,0.345887,0.433401
dr,500.0,0.075381,0.067096,0.0,0.024324,0.058336,0.105132,0.500603
mrdr,500.0,0.081777,0.079159,1e-06,0.022044,0.057084,0.121288,0.517293
dr-os (oracle),500.0,0.082817,0.066046,5.7e-05,0.032581,0.071636,0.116516,0.301154
dr-os,500.0,0.082899,0.066319,5.7e-05,0.032581,0.071636,0.116516,0.316008
switch-dr (oracle),500.0,0.074297,0.065699,0.0,0.023982,0.055686,0.106578,0.325929
switch-dr,500.0,0.076322,0.068496,0.0,0.024768,0.056154,0.107343,0.354417
