,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.042829,0.020874,0.001749,0.027171,0.040719,0.056478,0.136124
dr-ibt,500.0,0.058629,0.016842,0.016279,0.046839,0.05713,0.068858,0.13238
dr-ibt (tau=0),500.0,0.050082,0.030663,0.001749,0.028502,0.043464,0.066121,0.236195
dm,500.0,0.315517,0.012297,0.280936,0.30691,0.314823,0.324301,0.346201
dr,500.0,0.057744,0.017979,0.01591,0.04553,0.056226,0.069123,0.122034
mrdr,500.0,0.057516,0.016863,0.012904,0.045852,0.056284,0.068317,0.119686
dr-os (oracle),500.0,0.059436,0.018375,0.015418,0.046451,0.05873,0.070202,0.126022
dr-os,500.0,0.059436,0.018375,0.015418,0.046451,0.05873,0.070202,0.126022
switch-dr (oracle),500.0,0.058633,0.017778,0.01855,0.045392,0.058055,0.069549,0.122545
switch-dr,500.0,0.058742,0.01779,0.01855,0.045392,0.058103,0.069706,0.122545
