,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000497,0.001239,0.0,3e-06,4.2e-05,0.000476,0.01338
dr-ibt,500.0,0.001297,0.0021,0.0,0.000137,0.000579,0.001519,0.019586
dr-ibt (tau=0),500.0,0.003491,0.002106,0.0,0.001646,0.003786,0.005149,0.01338
dm,500.0,0.628278,0.021902,0.564132,0.613735,0.628225,0.643155,0.695085
dr,500.0,0.012803,0.018156,0.0,0.001177,0.00527,0.017408,0.126792
mrdr,500.0,0.003399,0.004375,0.0,0.000368,0.001759,0.004852,0.024259
dr-os (oracle),500.0,0.012533,0.017462,0.0,0.00118,0.005757,0.016854,0.118348
dr-os,500.0,0.012533,0.017462,0.0,0.00118,0.005757,0.016854,0.118348
switch-dr (oracle),500.0,0.009328,0.014116,0.0,0.000639,0.003519,0.011834,0.108974
switch-dr,500.0,0.012803,0.018156,0.0,0.001177,0.00527,0.017408,0.126792
