,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002048,0.006194,0.0,5e-06,0.000111,0.001149,0.072935
dr-ibt,500.0,0.005477,0.007859,0.0,0.000586,0.002719,0.007218,0.057938
dr-ibt (tau=0),500.0,0.008225,0.024158,0.0,0.00038,0.00168,0.006444,0.356167
dm,500.0,0.224909,0.050828,0.073604,0.190132,0.225158,0.257765,0.428652
dr,500.0,0.015505,0.021353,0.0,0.001647,0.006904,0.019425,0.147627
mrdr,500.0,0.008595,0.013178,0.0,0.000896,0.003581,0.009669,0.100867
dr-os (oracle),500.0,0.006405,0.012192,0.0,0.000177,0.001203,0.00567,0.073799
dr-os,500.0,0.014431,0.019641,0.0,0.001604,0.006497,0.017684,0.138724
switch-dr (oracle),500.0,0.006493,0.011633,0.0,0.000307,0.001614,0.006415,0.072751
switch-dr,500.0,0.015505,0.021353,0.0,0.001647,0.006904,0.019425,0.147627
