,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000689,0.00131,0.0,1e-06,2.9e-05,0.000715,0.008225
dr-ibt,500.0,0.001884,0.002361,0.0,0.000184,0.000894,0.00267,0.013021
dr-ibt (tau=0),500.0,0.007145,0.006012,0.0,0.001507,0.006116,0.011668,0.024582
dm,500.0,0.236516,0.04041,0.12178,0.208328,0.234216,0.261413,0.367498
dr,500.0,0.011405,0.020273,0.0,0.001061,0.003922,0.013161,0.17266
mrdr,500.0,0.005428,0.01231,0.0,0.000222,0.001272,0.004261,0.107895
dr-os (oracle),500.0,0.003262,0.006675,0.0,8.2e-05,0.000737,0.002797,0.047993
dr-os,500.0,0.008939,0.013395,0.0,0.000939,0.003713,0.011048,0.110312
switch-dr (oracle),500.0,0.003401,0.006227,0.0,0.000187,0.001177,0.00387,0.046488
switch-dr,500.0,0.011405,0.020273,0.0,0.001061,0.003922,0.013161,0.17266
