,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000882,0.002116,0.0,2e-06,5.5e-05,0.000753,0.018968
dr-ibt,500.0,0.005622,0.037103,0.0,0.000321,0.001431,0.003795,0.59178
dr-ibt (tau=0),500.0,0.005245,0.008151,0.0,0.00067,0.002771,0.005906,0.061629
dm,500.0,0.217836,0.036421,0.120377,0.193978,0.217578,0.241895,0.35198
dr,500.0,0.010379,0.039755,1e-06,0.000794,0.003697,0.009881,0.732948
mrdr,500.0,0.005763,0.036638,0.0,0.000325,0.001337,0.003974,0.604679
dr-os (oracle),500.0,0.003669,0.007192,0.0,8.4e-05,0.000754,0.00368,0.056039
dr-os,500.0,0.008489,0.018006,0.0,0.000755,0.003425,0.009927,0.27831
switch-dr (oracle),500.0,0.003461,0.006506,0.0,0.000138,0.000796,0.003775,0.054442
switch-dr,500.0,0.010379,0.039755,1e-06,0.000794,0.003697,0.009881,0.732948
