,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.004051,0.009133,0.0,1.7e-05,0.000389,0.003208,0.076246
dr-ibt,500.0,0.016775,0.075635,0.0,0.001264,0.004405,0.014124,1.0
dr-ibt (tau=0),500.0,0.012606,0.021841,3e-06,0.001749,0.006218,0.014823,0.233366
dm,500.0,0.264882,0.050347,0.124627,0.227599,0.264589,0.295755,0.42785
dr,500.0,0.029578,0.098634,0.0,0.002096,0.010014,0.027968,1.0
mrdr,500.0,0.017733,0.067578,0.0,0.00112,0.005116,0.015886,1.0
dr-os (oracle),500.0,0.010774,0.019179,0.0,0.000209,0.001902,0.013486,0.152169
dr-os,500.0,0.017556,0.023496,0.0,0.001935,0.008474,0.025929,0.170899
switch-dr (oracle),500.0,0.010378,0.01835,0.0,0.000359,0.00221,0.012394,0.149855
switch-dr,500.0,0.029578,0.098634,0.0,0.002096,0.010014,0.027968,1.0
