,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000877,0.002111,0.0,2e-06,5e-05,0.000887,0.025746
dr-ibt,500.0,0.002874,0.003858,0.0,0.000289,0.001459,0.003939,0.027144
dr-ibt (tau=0),500.0,0.003885,0.010756,0.0,0.000333,0.001794,0.004076,0.135928
dm,500.0,0.231592,0.040081,0.1153,0.203425,0.229604,0.255497,0.404334
dr,500.0,0.009386,0.013452,0.0,0.000905,0.004739,0.01185,0.104353
mrdr,500.0,0.003973,0.005472,0.0,0.000465,0.001835,0.005422,0.033919
dr-os (oracle),500.0,0.003689,0.007622,0.0,9.5e-05,0.000602,0.003302,0.059192
dr-os,500.0,0.008619,0.012275,0.0,0.000946,0.004327,0.010418,0.090383
switch-dr (oracle),500.0,0.003631,0.007196,0.0,0.000137,0.000613,0.003489,0.058029
switch-dr,500.0,0.009386,0.013452,0.0,0.000905,0.004739,0.01185,0.104353
