,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000752,0.001737,0.0,1e-06,1.9e-05,0.000635,0.01453
dr-ibt,500.0,0.002176,0.003063,0.0,0.000266,0.001112,0.002804,0.031544
dr-ibt (tau=0),500.0,0.006208,0.005162,0.0,0.001732,0.005293,0.009516,0.026245
dm,500.0,0.215955,0.031159,0.133675,0.195225,0.21604,0.237044,0.310899
dr,500.0,0.00704,0.011422,0.0,0.000651,0.002965,0.008722,0.100188
mrdr,500.0,0.003345,0.005122,0.0,0.000425,0.001489,0.00437,0.050225
dr-os (oracle),500.0,0.002662,0.00535,0.0,8.2e-05,0.000529,0.002597,0.047971
dr-os,500.0,0.006682,0.010537,0.0,0.000585,0.003033,0.008365,0.08192
switch-dr (oracle),500.0,0.002901,0.005144,0.0,0.000137,0.000905,0.003144,0.046717
switch-dr,500.0,0.00704,0.011422,0.0,0.000651,0.002965,0.008722,0.100188
