,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001875,0.003467,0.0,1.1e-05,0.000334,0.002211,0.029805
dr-ibt,500.0,0.008261,0.041917,0.0,0.000563,0.002717,0.008263,0.914977
dr-ibt (tau=0),500.0,0.011156,0.00936,0.0,0.002958,0.00949,0.018631,0.06189
dm,500.0,0.25871,0.033826,0.181134,0.23703,0.254958,0.280255,0.369833
dr,500.0,0.016492,0.050893,0.0,0.001188,0.005649,0.017682,1.0
mrdr,500.0,0.008379,0.017297,0.0,0.000818,0.003345,0.010158,0.263388
dr-os (oracle),500.0,0.00588,0.010339,0.0,0.000139,0.000839,0.007516,0.065885
dr-os,500.0,0.011404,0.015996,0.0,0.000896,0.005064,0.014504,0.120815
switch-dr (oracle),500.0,0.005334,0.009545,0.0,0.0002,0.001134,0.006187,0.06393
switch-dr,500.0,0.016492,0.050893,0.0,0.001188,0.005649,0.017682,1.0
