,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002747,0.005839,0.0,1.9e-05,0.000491,0.00286,0.053067
dr-ibt,500.0,0.008217,0.014708,0.0,0.000864,0.00362,0.009973,0.197977
dr-ibt (tau=0),500.0,0.011928,0.019714,0.0,0.002215,0.007361,0.017145,0.265146
dm,500.0,0.216083,0.053528,0.0958,0.177305,0.217008,0.254155,0.412757
dr,500.0,0.022764,0.043686,0.0,0.002335,0.009227,0.024109,0.466248
mrdr,500.0,0.017035,0.04012,0.0,0.001078,0.004719,0.014402,0.333299
dr-os (oracle),500.0,0.006187,0.013601,0.0,0.000156,0.000968,0.003975,0.10243
dr-os,500.0,0.015771,0.022112,0.0,0.001938,0.007923,0.020363,0.201699
switch-dr (oracle),500.0,0.006419,0.01313,0.0,0.00032,0.001358,0.005489,0.099658
switch-dr,500.0,0.022764,0.043686,0.0,0.002335,0.009227,0.024109,0.466248
