,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000306,0.00075,0.0,2e-06,1.8e-05,0.000237,0.008023
dr-ibt,500.0,0.000909,0.00144,0.0,6.7e-05,0.000387,0.001102,0.012575
dr-ibt (tau=0),500.0,0.034533,0.021135,1.2e-05,0.018191,0.03257,0.047632,0.107157
dm,500.0,0.052594,0.009828,0.031409,0.045403,0.052047,0.059717,0.086404
dr,500.0,0.001405,0.001936,0.0,0.000156,0.000635,0.001894,0.014676
mrdr,500.0,0.000952,0.001465,0.0,8.1e-05,0.000423,0.00121,0.013819
dr-os (oracle),500.0,0.000928,0.001812,0.0,9e-06,9.6e-05,0.000957,0.015149
dr-os,500.0,0.001413,0.001953,0.0,0.000158,0.000689,0.001814,0.015149
switch-dr (oracle),500.0,0.000889,0.00168,0.0,3.7e-05,0.000195,0.000905,0.014676
switch-dr,500.0,0.001405,0.001936,0.0,0.000156,0.000635,0.001894,0.014676
