,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000303,0.000589,0.0,0.0,2.1e-05,0.000339,0.0039
dr-ibt,500.0,0.000637,0.00081,0.0,6.9e-05,0.000309,0.000944,0.004914
dr-ibt (tau=0),500.0,0.002822,0.002739,0.0,0.000697,0.002021,0.004209,0.015042
dm,500.0,0.006641,0.002846,2.8e-05,0.004672,0.006358,0.008234,0.017329
dr,500.0,0.000638,0.000939,0.0,6.5e-05,0.000284,0.000795,0.007914
mrdr,500.0,0.000606,0.000882,0.0,6e-05,0.00025,0.000749,0.007201
dr-os (oracle),500.0,0.000149,0.000397,0.0,1e-06,1.1e-05,5.3e-05,0.003021
dr-os,500.0,0.0006,0.000799,0.0,6e-05,0.000272,0.000887,0.004939
switch-dr (oracle),500.0,0.000163,0.00038,0.0,6e-06,3.6e-05,0.000133,0.003472
switch-dr,500.0,0.000593,0.000845,0.0,6.1e-05,0.000256,0.000754,0.007257
