,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001648,0.003687,0.0,6e-06,0.000103,0.001559,0.033968
dr-ibt,500.0,0.006538,0.0103,0.0,0.00064,0.002739,0.008658,0.113734
dr-ibt (tau=0),500.0,0.013357,0.015296,0.0,0.001989,0.0073,0.019331,0.073966
dm,500.0,0.056913,0.01937,0.013136,0.043303,0.055245,0.069302,0.11288
dr,500.0,0.00688,0.010095,0.0,0.000692,0.002966,0.009042,0.091365
mrdr,500.0,0.005045,0.006664,0.0,0.000558,0.00224,0.007287,0.042073
dr-os (oracle),500.0,0.003819,0.006662,0.0,2.9e-05,0.000379,0.004457,0.038857
dr-os,500.0,0.006346,0.008137,0.0,0.000718,0.003004,0.008794,0.044463
switch-dr (oracle),500.0,0.003806,0.006483,0.0,0.000113,0.000734,0.004237,0.038338
switch-dr,500.0,0.00688,0.010095,0.0,0.000692,0.002966,0.009042,0.091365
