,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000108,0.00036,0.0,0.0,6e-06,3.8e-05,0.003523
dr-ibt,500.0,0.001826,0.002381,0.0,0.000179,0.000884,0.002552,0.017747
dr-ibt (tau=0),500.0,0.001811,0.001927,0.0,0.000321,0.00131,0.002683,0.012915
dm,500.0,0.004213,0.003113,1e-06,0.001901,0.003618,0.005648,0.017345
dr,500.0,0.001785,0.002357,0.0,0.000206,0.000934,0.002531,0.018786
mrdr,500.0,0.001702,0.002204,0.0,0.000202,0.000888,0.002481,0.01882
dr-os (oracle),500.0,0.000137,0.000501,0.0,2e-06,1.2e-05,3.9e-05,0.004907
dr-os,500.0,0.001865,0.0022,0.0,0.000237,0.00104,0.002847,0.015405
switch-dr (oracle),500.0,0.000165,0.000354,0.0,1e-05,5.1e-05,0.00016,0.003552
switch-dr,500.0,0.001869,0.002523,0.0,0.000192,0.000878,0.002487,0.015255
