,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,9.7e-05,0.000235,0.0,2e-06,1.4e-05,6.5e-05,0.001785
dr-ibt,500.0,0.00087,0.00113,0.0,9.4e-05,0.00042,0.001191,0.008489
dr-ibt (tau=0),500.0,0.003421,0.002084,1e-06,0.001947,0.003033,0.004636,0.012086
dm,500.0,0.006358,0.002806,0.000688,0.004352,0.006156,0.007997,0.018081
dr,500.0,0.000877,0.001305,0.0,6.9e-05,0.000403,0.001053,0.010284
mrdr,500.0,0.000805,0.001169,0.0,7.1e-05,0.000348,0.001072,0.008772
dr-os (oracle),500.0,0.000105,0.000303,0.0,2e-06,1.2e-05,4.4e-05,0.00315
dr-os,500.0,0.000817,0.001125,0.0,8.7e-05,0.000406,0.001089,0.006738
switch-dr (oracle),500.0,0.000113,0.00028,0.0,6e-06,3e-05,0.000106,0.003438
switch-dr,500.0,0.000957,0.001265,0.0,9.7e-05,0.000455,0.001372,0.009993
