,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000633,0.001266,0.0,1e-06,4.5e-05,0.000693,0.012466
dr-ibt,500.0,0.001463,0.001992,0.0,0.000122,0.000706,0.002031,0.018797
dr-ibt (tau=0),500.0,0.003157,0.003736,0.0,0.000417,0.001875,0.004529,0.026227
dm,500.0,0.006296,0.004012,4e-05,0.003269,0.005474,0.008604,0.024128
dr,500.0,0.001624,0.002263,0.0,0.000221,0.000785,0.002041,0.017822
mrdr,500.0,0.001581,0.002149,0.0,0.000192,0.000774,0.001975,0.015839
dr-os (oracle),500.0,0.000279,0.001071,0.0,3e-06,1.9e-05,8.5e-05,0.017451
dr-os,500.0,0.001422,0.002035,0.0,0.000146,0.000633,0.001865,0.017451
switch-dr (oracle),500.0,0.000256,0.00061,0.0,8e-06,5.7e-05,0.000182,0.005481
switch-dr,500.0,0.00136,0.001728,0.0,0.000128,0.000597,0.002001,0.010624
