,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001668,0.002116,0.0,0.000106,0.000937,0.002431,0.015317
dr-ibt,500.0,0.002028,0.002519,0.0,0.000326,0.001169,0.002696,0.019314
dr-ibt (tau=0),500.0,0.041103,0.023217,0.000249,0.022775,0.039676,0.055656,0.119026
dm,500.0,0.042152,0.008622,0.018418,0.035828,0.04172,0.048315,0.070319
dr,500.0,0.002597,0.00363,0.0,0.000255,0.001114,0.003636,0.026502
mrdr,500.0,0.001966,0.002509,0.0,0.00026,0.001035,0.002573,0.017271
dr-os (oracle),500.0,0.000252,0.000715,0.0,6e-06,3.6e-05,0.000147,0.006027
dr-os,500.0,0.002398,0.0034,0.0,0.000259,0.00096,0.00332,0.025374
switch-dr (oracle),500.0,0.000335,0.000681,0.0,2.4e-05,0.000116,0.000335,0.005591
switch-dr,500.0,0.002597,0.00363,0.0,0.000255,0.001114,0.003636,0.026502
