,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.002065,0.004498,0.0,3e-06,0.000253,0.002246,0.058251
dr-ibt,500.0,0.00569,0.007479,0.0,0.000775,0.00292,0.008266,0.054606
dr-ibt (tau=0),500.0,0.007082,0.009624,0.0,0.000723,0.003537,0.009855,0.091509
dm,500.0,0.055776,0.020503,0.003719,0.040491,0.054172,0.06945,0.112917
dr,500.0,0.006148,0.00816,0.0,0.00072,0.003136,0.008185,0.057653
mrdr,500.0,0.004839,0.006759,0.0,0.000587,0.002193,0.006589,0.053132
dr-os (oracle),500.0,0.003849,0.007118,0.0,2.7e-05,0.000431,0.004761,0.058027
dr-os,500.0,0.00613,0.008121,0.0,0.000742,0.003196,0.008304,0.058027
switch-dr (oracle),500.0,0.003896,0.006932,0.0,0.000117,0.000819,0.004793,0.057653
switch-dr,500.0,0.006148,0.00816,0.0,0.00072,0.003136,0.008185,0.057653
