,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001729,0.002902,0.0,9e-06,0.00035,0.002062,0.016147
dr-ibt,500.0,0.002809,0.003878,0.0,0.000368,0.001319,0.00359,0.02587
dr-ibt (tau=0),500.0,0.040089,0.035774,1e-06,0.012112,0.030885,0.058317,0.164809
dm,500.0,0.04233,0.012533,0.009399,0.033734,0.041483,0.049651,0.088542
dr,500.0,0.003432,0.004646,0.0,0.000378,0.001625,0.004572,0.031662
mrdr,500.0,0.002496,0.003517,0.0,0.000266,0.00115,0.003367,0.022469
dr-os (oracle),500.0,0.000953,0.002295,0.0,9e-06,6.3e-05,0.000487,0.018816
dr-os,500.0,0.003288,0.004452,0.0,0.000356,0.001562,0.004386,0.030765
switch-dr (oracle),500.0,0.001001,0.002174,0.0,4.1e-05,0.0002,0.00076,0.018421
switch-dr,500.0,0.003432,0.004646,0.0,0.000378,0.001625,0.004572,0.031662
