,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000746,0.001598,0.0,2e-06,4.8e-05,0.000546,0.010328
dr-ibt,500.0,0.003137,0.004157,0.0,0.000359,0.00144,0.004579,0.034388
dr-ibt (tau=0),500.0,0.003454,0.004259,0.0,0.000401,0.001807,0.004621,0.024304
dm,500.0,0.006355,0.005139,0.0,0.002392,0.005007,0.009146,0.027795
dr,500.0,0.002631,0.00363,0.0,0.000265,0.001367,0.003495,0.032113
mrdr,500.0,0.002441,0.003179,0.0,0.000308,0.001337,0.003286,0.020826
dr-os (oracle),500.0,0.000606,0.001667,0.0,4e-06,2.3e-05,0.000195,0.015354
dr-os,500.0,0.003118,0.004049,0.0,0.000271,0.001676,0.004051,0.025294
switch-dr (oracle),500.0,0.000422,0.001147,0.0,6e-06,4.6e-05,0.000232,0.010674
switch-dr,500.0,0.003049,0.003894,0.0,0.000285,0.001425,0.004206,0.026761
