,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00145,0.002795,0.0,7e-06,0.000124,0.001787,0.02234
dr-ibt,500.0,0.002966,0.004306,0.0,0.000293,0.001315,0.003665,0.033363
dr-ibt (tau=0),500.0,0.03452,0.028174,5e-06,0.012189,0.028872,0.048855,0.144806
dm,500.0,0.051751,0.013677,0.013755,0.041534,0.051264,0.060817,0.098945
dr,500.0,0.003747,0.00526,0.0,0.000333,0.00164,0.004874,0.038457
mrdr,500.0,0.002747,0.004083,0.0,0.000256,0.001213,0.003507,0.032278
dr-os (oracle),500.0,0.001237,0.003043,0.0,1e-05,8.9e-05,0.000745,0.030125
dr-os,500.0,0.003591,0.005027,0.0,0.00031,0.001509,0.004806,0.036643
switch-dr (oracle),500.0,0.001321,0.002863,0.0,4.9e-05,0.000325,0.001264,0.02944
switch-dr,500.0,0.003747,0.00526,0.0,0.000333,0.00164,0.004874,0.038457
