,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.0004,0.001109,0.0,4e-06,3.3e-05,0.000274,0.01736
dr-ibt,500.0,0.001188,0.001859,0.0,0.000103,0.000497,0.001436,0.01688
dr-ibt (tau=0),500.0,0.004484,0.003327,1e-06,0.002058,0.003751,0.006192,0.027425
dm,500.0,0.007862,0.004396,7e-06,0.004368,0.007307,0.010485,0.026797
dr,500.0,0.001231,0.001886,0.0,0.000111,0.000545,0.001608,0.022662
mrdr,500.0,0.001174,0.001748,0.0,0.000108,0.000568,0.001575,0.020238
dr-os (oracle),500.0,0.000512,0.001152,0.0,4e-06,2.5e-05,0.000407,0.007171
dr-os,500.0,0.001179,0.001615,0.0,0.000116,0.000564,0.001572,0.011437
switch-dr (oracle),500.0,0.000373,0.000781,0.0,1e-05,5.4e-05,0.000289,0.005191
switch-dr,500.0,0.001303,0.001782,0.0,0.000136,0.000643,0.001796,0.013859
