,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000585,0.001229,0.0,1e-06,2.8e-05,0.00054,0.009372
dr-ibt,500.0,0.002761,0.003582,0.0,0.00026,0.001471,0.003896,0.027729
dr-ibt (tau=0),500.0,0.00292,0.003727,0.0,0.000337,0.001478,0.004274,0.027421
dm,500.0,0.005494,0.004664,0.0,0.001855,0.004798,0.008035,0.034592
dr,500.0,0.002698,0.004024,0.0,0.000283,0.001235,0.003428,0.03477
mrdr,500.0,0.002648,0.004075,0.0,0.000253,0.001259,0.00337,0.039583
dr-os (oracle),500.0,0.00051,0.001502,0.0,3e-06,1.5e-05,8.9e-05,0.012739
dr-os,500.0,0.002791,0.003729,0.0,0.000275,0.001261,0.003836,0.023825
switch-dr (oracle),500.0,0.000567,0.0014,0.0,1.1e-05,8.1e-05,0.000379,0.012393
switch-dr,500.0,0.002564,0.003418,0.0,0.000237,0.00111,0.003955,0.025278
