,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000613,0.001065,0.0,4e-06,0.000149,0.000823,0.012366
dr-ibt,500.0,0.000806,0.001128,0.0,8.8e-05,0.000362,0.00109,0.012378
dr-ibt (tau=0),500.0,0.013011,0.014277,0.0,0.002087,0.00831,0.019255,0.075877
dm,500.0,0.005171,0.002493,0.000464,0.00344,0.004815,0.006609,0.014505
dr,500.0,0.000833,0.001173,0.0,0.0001,0.000406,0.001065,0.010521
mrdr,500.0,0.000784,0.001084,0.0,9.7e-05,0.000367,0.001013,0.007801
dr-os (oracle),500.0,6.5e-05,0.000193,0.0,2e-06,8e-06,2.5e-05,0.001415
dr-os,500.0,0.000857,0.00113,0.0,0.000107,0.000431,0.001174,0.010084
switch-dr (oracle),500.0,0.000109,0.000304,0.0,3e-06,2e-05,7.5e-05,0.002877
switch-dr,500.0,0.000794,0.001003,0.0,0.000105,0.000436,0.00113,0.007235
