,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00071,0.001636,0.0,1e-06,4.7e-05,0.000634,0.012628
dr-ibt,500.0,0.002482,0.003244,0.0,0.000265,0.001225,0.003456,0.020254
dr-ibt (tau=0),500.0,0.003406,0.004481,0.0,0.000296,0.001465,0.004951,0.027131
dm,500.0,0.005922,0.005144,0.0,0.001996,0.004588,0.008735,0.030498
dr,500.0,0.002971,0.004192,0.0,0.000356,0.001431,0.003925,0.039759
mrdr,500.0,0.002792,0.00374,0.0,0.000298,0.001436,0.003733,0.034347
dr-os (oracle),500.0,0.000721,0.001834,0.0,3e-06,2.2e-05,0.000361,0.01479
dr-os,500.0,0.002498,0.003284,0.0,0.000272,0.001281,0.003606,0.024967
switch-dr (oracle),500.0,0.000699,0.001759,0.0,1e-05,6.9e-05,0.000438,0.020857
switch-dr,500.0,0.002667,0.003596,0.0,0.00024,0.00125,0.003436,0.023086
