,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,9.9e-05,0.000258,0.0,2e-06,1.5e-05,6.6e-05,0.002572
dr-ibt,500.0,0.000956,0.001231,0.0,0.0001,0.000472,0.001375,0.006967
dr-ibt (tau=0),500.0,0.003162,0.002065,0.0,0.001628,0.002844,0.004458,0.012397
dm,500.0,0.005909,0.002683,0.000906,0.003797,0.005567,0.007614,0.014503
dr,500.0,0.000985,0.001304,0.0,0.000134,0.000495,0.001357,0.008354
mrdr,500.0,0.000939,0.001202,0.0,0.000121,0.000454,0.001356,0.008533
dr-os (oracle),500.0,9.9e-05,0.000277,0.0,2e-06,1.2e-05,4.5e-05,0.003531
dr-os,500.0,0.000838,0.001084,0.0,0.000112,0.000425,0.001109,0.008116
switch-dr (oracle),500.0,0.000118,0.000334,0.0,5e-06,2.6e-05,9.1e-05,0.004272
switch-dr,500.0,0.000843,0.001048,0.0,0.000106,0.000466,0.00122,0.007356
