,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.001672,0.004241,0.0,2e-06,8.2e-05,0.001162,0.047428
dr-ibt,500.0,0.005267,0.00732,0.0,0.000558,0.00248,0.00723,0.055834
dr-ibt (tau=0),500.0,0.011977,0.013488,0.0,0.000886,0.006574,0.019495,0.097778
dm,500.0,0.052144,0.018431,0.005229,0.038289,0.052075,0.06288,0.119364
dr,500.0,0.005697,0.007924,0.0,0.000496,0.002627,0.007964,0.063171
mrdr,500.0,0.004429,0.006074,0.0,0.000488,0.002461,0.005787,0.046914
dr-os (oracle),500.0,0.003026,0.006269,0.0,3.3e-05,0.000252,0.003085,0.052753
dr-os,500.0,0.00563,0.00782,0.0,0.000558,0.002553,0.007705,0.06124
switch-dr (oracle),500.0,0.003071,0.005986,0.0,0.000119,0.000557,0.002943,0.050757
switch-dr,500.0,0.005697,0.007924,0.0,0.000496,0.002627,0.007964,0.063171
