,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000144,0.000529,0.0,1e-06,1e-05,5.8e-05,0.007342
dr-ibt,500.0,0.002081,0.002604,0.0,0.00026,0.001139,0.002945,0.016879
dr-ibt (tau=0),500.0,0.00277,0.00265,1e-06,0.000824,0.001986,0.004093,0.019121
dm,500.0,0.004976,0.003286,8e-06,0.002582,0.004403,0.006821,0.020846
dr,500.0,0.001988,0.002656,0.0,0.000165,0.000922,0.003031,0.016973
mrdr,500.0,0.001931,0.002476,0.0,0.000204,0.000987,0.002866,0.015019
dr-os (oracle),500.0,0.000141,0.000431,0.0,2e-06,1.4e-05,4.3e-05,0.004436
dr-os,500.0,0.002101,0.002703,0.0,0.000305,0.001055,0.002777,0.015564
switch-dr (oracle),500.0,0.000173,0.000495,0.0,9e-06,4.2e-05,0.000165,0.007695
switch-dr,500.0,0.002054,0.002903,0.0,0.000248,0.00092,0.002792,0.020156
