,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000304,0.000716,0.0,3e-06,2.2e-05,0.000251,0.00649
dr-ibt,500.0,0.000935,0.001235,0.0,8.9e-05,0.000431,0.001222,0.007343
dr-ibt (tau=0),500.0,0.027706,0.020738,3e-06,0.011274,0.023863,0.03848,0.107083
dm,500.0,0.050059,0.009502,0.021927,0.043392,0.050026,0.057096,0.077517
dr,500.0,0.001396,0.001794,0.0,0.000164,0.000714,0.001952,0.013695
mrdr,500.0,0.000965,0.001277,0.0,0.000103,0.000454,0.00131,0.00846
dr-os (oracle),500.0,0.000921,0.001559,0.0,1e-05,0.00012,0.001243,0.009327
dr-os,500.0,0.001412,0.001799,0.0,0.000166,0.000712,0.002015,0.013033
switch-dr (oracle),500.0,0.000879,0.001443,0.0,4.1e-05,0.000231,0.001081,0.008929
switch-dr,500.0,0.001396,0.001794,0.0,0.000164,0.000714,0.001952,0.013695
