,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.00064,0.00134,0.0,1e-06,3.1e-05,0.000699,0.009867
dr-ibt,500.0,0.00133,0.001768,0.0,0.000148,0.000674,0.001775,0.011445
dr-ibt (tau=0),500.0,0.004901,0.005453,0.0,0.000697,0.003109,0.007079,0.034131
dm,500.0,0.005481,0.003478,4e-06,0.002912,0.0049,0.007395,0.020344
dr,500.0,0.001445,0.001985,0.0,0.000163,0.000669,0.001882,0.013576
mrdr,500.0,0.001398,0.001897,0.0,0.000169,0.000692,0.001772,0.014232
dr-os (oracle),500.0,0.000231,0.000725,0.0,2e-06,1.2e-05,4.6e-05,0.006341
dr-os,500.0,0.001276,0.001819,0.0,0.000134,0.000552,0.001581,0.0103
switch-dr (oracle),500.0,0.000267,0.000662,0.0,7e-06,4e-05,0.000147,0.005823
switch-dr,500.0,0.001526,0.001984,0.0,0.000179,0.000732,0.002149,0.012831
