,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000372,0.000684,0.0,1e-06,5.3e-05,0.000467,0.004983
dr-ibt,500.0,0.000837,0.001056,0.0,8.4e-05,0.000451,0.001176,0.007691
dr-ibt (tau=0),500.0,0.003142,0.002957,0.0,0.00086,0.002369,0.00446,0.017149
dm,500.0,0.0058,0.002515,0.000276,0.003934,0.005605,0.007379,0.013671
dr,500.0,0.000972,0.00125,0.0,0.000134,0.000511,0.001389,0.008954
mrdr,500.0,0.000931,0.001154,0.0,0.000132,0.000518,0.001294,0.007202
dr-os (oracle),500.0,7.9e-05,0.000226,0.0,2e-06,1.1e-05,4.5e-05,0.001667
dr-os,500.0,0.000873,0.001173,0.0,9.8e-05,0.000435,0.001216,0.008849
switch-dr (oracle),500.0,0.000119,0.000332,0.0,6e-06,2.6e-05,7.7e-05,0.003
switch-dr,500.0,0.00088,0.001117,0.0,0.00011,0.000431,0.001226,0.00758
