,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000179,0.000353,0.0,1e-06,1.7e-05,0.000206,0.002785
dr-ibt,500.0,0.000422,0.000558,0.0,4.2e-05,0.0002,0.000562,0.003277
dr-ibt (tau=0),500.0,0.001107,0.00128,0.0,0.000214,0.000749,0.001584,0.009478
dm,500.0,0.048334,0.0067,0.032318,0.043598,0.048203,0.052715,0.066154
dr,500.0,0.000743,0.000912,0.0,7.9e-05,0.000423,0.001076,0.004726
mrdr,500.0,0.000453,0.000595,0.0,4.8e-05,0.000216,0.000586,0.004004
dr-os (oracle),500.0,0.000384,0.000731,0.0,5e-06,4.4e-05,0.000413,0.0046
dr-os,500.0,0.000729,0.000887,0.0,9.4e-05,0.000414,0.000999,0.0046
switch-dr (oracle),500.0,0.000369,0.000649,0.0,1.5e-05,0.000103,0.000418,0.004277
switch-dr,500.0,0.000743,0.000912,0.0,7.9e-05,0.000423,0.001076,0.004726
