,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000598,0.001481,0.0,5e-06,3.2e-05,0.000447,0.01335
dr-ibt,500.0,0.002327,0.003479,0.0,0.000238,0.001064,0.002913,0.031087
dr-ibt (tau=0),500.0,0.031558,0.024731,0.0,0.011852,0.025172,0.046078,0.109955
dm,500.0,0.052802,0.014354,0.009267,0.04285,0.051864,0.06241,0.100735
dr,500.0,0.002844,0.003847,0.0,0.00038,0.001257,0.003924,0.028601
mrdr,500.0,0.002047,0.00292,0.0,0.000227,0.000934,0.002647,0.023229
dr-os (oracle),500.0,0.001832,0.003466,0.0,1.9e-05,0.000202,0.002151,0.029203
dr-os,500.0,0.002855,0.003862,0.0,0.000376,0.00118,0.003794,0.029203
switch-dr (oracle),500.0,0.001791,0.003302,0.0,5.2e-05,0.000355,0.002075,0.028601
switch-dr,500.0,0.002844,0.003847,0.0,0.00038,0.001257,0.003924,0.028601
